UCD Law A	8	1,0,1,1	1
grmy krbyn	8	0,0,1,2	1
"Briefly..."	7	1,1,1,0	1
Ah, I see you've played knifey spooney before	6	0,1,0,2	1
Cambridge E	6	1,1,1,0	1
Continuity Irish Debating Council	6	0,1,1,1	1
GUU ML	6	1,1,1,0	1
Ocsferday	6	1,1,1,0	1
tbc	6	1,0,1,1	1
*Say in a Kiwi Accent* Incentive Structures	5	1,1,0,1	1
Daddy and his fidget spinner	5	0,1,1,1	1
Oxford Wonunain	5	1,1,0,1	1
Cracking open a cold one with the goys	4	1,1,1,0	1
I came here to take over Irish debating and miss the break on speaks, and I've to leave before the break	4	1,1,0,1	1
Nothing like a hot cup of covfefe in the morning	4	1,1,1,0	1
Synergistic Management Solutions and Chill	4	1,1,0,1	1
TCD Phil C	4	1,0,1,1	1
Comey hold me closer in the backseat of your congressional special inquiry	3	1,0,1,1	1
Nicest legs in the Hist	3	0,1,1,1	1
Eat Sleep Debate Repeat	2	1,0,1,1	1
I'm Ashaned to admit it, but our case is Jack shit	2	1,1,1,0	1
Our Auditor is so middle class that he eats Supermac's Chicken tenders with a knife and fork	2	1,0,1,1	1
Theresa May presents: Lady in the Streets, Freak in the Wheat	2	0,2,0,1	1
Alpha Badgers	0	1,1,1,0	1
