Hart House A	6	1,0,1,0	1
Hart House B	6	1,1,0,0	1
Harvard A	6	0,1,0,1	1
King's (New York) A	6	0,0,1,1	1
La Verne A	6	1,0,1,0	1
Linkopings A	6	1,0,0,1	1
London Union B	6	0,1,1,0	1
Macquarie A	6	0,0,1,1	1
Melbourne C	6	1,0,0,1	1
Monash B	6	1,0,0,1	1
NIBM (India) A	6	0,1,0,1	1
New South Wales A	6	0,1,1,0	1
Otago A	6	1,1,0,0	1
Ottawa B	6	1,0,0,1	1
Oxford A	6	0,1,0,1	1
Princeton A	6	1,0,0,1	1
Radboud A	6	0,0,1,1	1
Sydney Union B	6	0,1,0,1	1
Sydney Union C	6	0,1,0,1	1
Tel Aviv A	6	0,0,1,1	1
Tufts A	6	0,1,0,1	1
UCD L&H B	6	0,0,1,1	1
Victoria Wellington B	6	0,0,1,1	1
Yale B	6	0,0,1,1	1
Amherst B	5	1,1,0,0	1
Auckland A	5	0,0,1,1	1
Auckland B	5	0,0,1,1	1
Australian Natl A	5	0,1,1,0	1
Australian Natl B	5	0,1,0,1	1
Bates C	5	1,0,0,1	1
Ben-Gurion B	5	1,0,1,0	1
British Columbia A	5	0,1,0,1	1
Cambridge B	5	1,1,0,0	1
Carleton A	5	0,0,1,1	1
Columbia A	5	0,1,1,0	1
Cornell A	5	1,0,0,1	1
Denver A	5	0,1,1,0	1
Duke A	5	0,1,1,0	1
Durham B	5	0,0,1,1	1
Franklin & Marshall A	5	0,1,1,0	1
Glasgow A	5	1,0,1,0	1
Glasgow B	5	0,0,1,1	1
Groningen A	5	0,0,1,1	1
Harvard B	5	0,0,1,1	1
IBA Dhaka A	5	0,0,1,1	1
IIU Malaysia A	5	0,0,1,1	1
Karachi A	5	1,0,1,0	1
King's London A	5	0,0,1,1	1
Leiden B	5	0,1,0,1	1
London Union A	5	1,0,0,1	1
Nanyang TU A	5	0,1,0,1	1
New South Wales B	5	0,0,1,1	1
Nottingham A	5	0,0,1,1	1
Otago C	5	1,0,1,0	1
Oxford B	5	0,1,1,0	1
Pennsylvania A	5	1,0,0,1	1
Princeton B	5	1,1,0,0	1
Queen's A	5	1,1,0,0	1
Queen's B	5	0,1,1,0	1
Queensland C	5	1,1,0,0	1
Queensland UT A	5	0,0,1,1	1
Romanian-American A	5	1,1,0,0	1
Sciences Po A	5	0,1,1,0	1
Seoul A	5	1,0,0,1	1
Singapore MU A	5	0,1,1,0	1
Stanford A	5	1,1,0,0	1
UCD Law A	5	0,0,1,1	1
UKIM Skopje A	5	0,1,0,1	1
Victoria Wellington A	5	1,0,0,1	1
Visoka škola PEP A	5	1,0,1,0	1
Visoka škola PEP B	5	0,0,1,1	1
Western Ontario A	5	1,1,0,0	1
Athens UEB A	4	0,1,0,1	1
Autónomo México A	4	1,0,0,1	1
Bates A	4	1,1,0,0	1
Bates B	4	1,1,0,0	1
Belgrade A	4	1,0,0,1	1
Belgrade C	4	1,0,1,0	1
Berlin B	4	0,1,1,0	1
Boston A	4	0,1,0,1	1
Brandeis A	4	1,0,0,1	1
Brown A	4	0,1,0,1	1
CMU Qatar B	4	1,1,0,0	1
Cambridge A	4	1,1,0,0	1
Cambridge C	4	1,1,0,0	1
Cape Town A	4	1,1,0,0	1
Chicago A	4	1,0,1,0	1
Claremont A	4	0,0,1,1	1
Cornell B	4	0,1,1,0	1
Dalhousie A	4	0,1,1,0	1
Deree A	4	0,1,1,0	1
Dhaka A	4	1,0,0,1	1
Durham A	4	0,1,1,0	1
Fort Hare A	4	1,1,0,0	1
Free State A	4	1,1,0,0	1
Ghulam Ishaq Khan A	4	0,0,1,1	1
Haifa B	4	1,1,0,0	1
Hanyang A	4	0,0,1,1	1
Hawaii A	4	0,0,1,1	1
Hong Kong A	4	0,1,1,0	1
Hull A	4	0,1,0,1	1
IIT Bombay A	4	1,0,0,1	1
ITESM CSF A	4	1,1,0,0	1
King's London B	4	0,1,1,0	1
LSE A	4	0,1,1,0	1
Lancaster A	4	1,0,1,0	1
Leiden A	4	0,1,0,1	1
Loyola Marymount A	4	1,1,0,0	1
Manchester A	4	0,1,0,1	1
McGill A	4	1,1,0,0	1
Middlebury A	4	1,0,1,0	1
Monash A	4	1,0,1,0	1
Monash C	4	1,0,1,0	1
Munich A	4	0,0,1,1	1
NLS India B	4	1,0,1,0	1
NU Singapore A	4	1,1,0,0	1
Northeastern (Boston) A	4	1,1,0,0	1
Nth British Columbia A	4	1,1,0,0	1
