Opposites Attract	9	1,1,0,1	1
Auckland A	8	0,2,1,0	1
Hot Gay Time Machine	8	2,1,0,0	1
Low crime doesn't mean no crime	8	1,1,1,0	1
We can make Chennai jokes	8	0,1,1,1	1
Women of Cambridge A's Past	8	1,1,0,1	1
Gender Quotas? Oh shit	7	0,2,0,1	1
Katherines' Angels	7	0,2,1,0	1
Old-fashioned Call Out	7	1,0,0,2	1
Peaked at reg downhill from there	7	0,2,0,1	1
SSDC NAMDA Emigres A	7	1,0,1,1	1
?? Cans In OG	6	0,2,1,0	1
Beautiful Heterosexual Couple	6	1,0,0,2	1
Haram Memes for Non-Hijab-Wearing Teens	6	1,1,1,0	1
LSE A(gain)	6	0,0,2,1	1
Oxford Asian Persuasion	6	1,1,0,1	1
The Adventures of Tim Tim	6	1,1,0,1	1
Third Time Lucky	6	1,0,0,2	1
We Have 99 Accents and RP isn't one of them	6	1,0,0,2	1
[Name redacted by Shitposting Admins]	6	1,1,0,1	1
Öresund A	6	1,1,0,1	1
Балтия наша	6	1,1,0,1	1
Darth Vader 4 EUDC Convenor	5	2,0,1,0	1
Denver NO	5	1,0,2,0	1
EUDC's briefest semi-finalists	5	1,0,1,1	1
Judy's leg	5	1,0,1,1	1
More or less Raluca Vacaru	5	1,1,1,0	1
Need to get a life	5	2,0,1,0	1
Richard's idea of a valentines date	5	0,2,0,1	1
Stahlhof	5	0,0,2,1	1
The Team From OG	5	1,0,1,1	1
This is our last tournament	5	1,1,0,1	1
you vs the fresher they told you not to worry about	5	0,1,1,1	1
2 long boiiizz	4	1,0,2,0	1
Deam Team and the Appreciation of Memes Society	4	1,0,1,1	1
ESL Open	4	1,1,1,0	1
Jonny Heywood Fan Club A	4	1,2,0,0	1
Last Night I Dreamt of San Pedro	4	1,1,0,1	1
Maastricht A	4	1,1,0,1	1
No need to give high speaks, we're still undergraduates	4	1,1,1,0	1
Oodles of noodles	4	0,1,1,1	1
Oxford LS	4	2,1,0,0	1
Policy Exchange A	4	2,0,0,1	1
QM Team TM	4	1,0,1,1	1
The Team From CG	4	0,1,1,1	1
UWU A	4	1,0,2,0	1
Denver WB	3	0,0,2,1	1
Lumina A	3	2,0,1,0	1
Oxford DS	3	1,1,0,0	1
QM Team FC	3	1,1,1,0	1
The Team From OO	3	0,0,1,2	1
Trickle out economy	3	1,1,0,1	1
Two Sweet African Boys	3	0,1,2,0	1
UtrechtJE	3	0,1,2,0	1
Warwick RL	3	0,1,1,1	1
White Noise	3	0,1,1,1	1
Covfefe	2	0,2,0,1	1
Swing C	2	0,1,1,1	1
The Only Way is Essex	2	0,1,1,1	1
The Sunken Place	2	0,1,2,0	1
The Team From CO	2	2,0,0,1	1
We're here for your jobs	2	1,1,0,1	1
What would Kallina do	2	2,0,1,0	1
FinnCzech Intellectuals	1	1,0,1,1	1
Middlesex B	1	1,0,1,1	1
QM Team AS	1	0,1,1,1	1
Sophistry	1	0,1,0,2	1
Swing B	1	0,1,0,0	0
Hagelslag	0	0,0,2,1	1
IGNORE ME	0	0,0,0,0	0
Legendary Lads	0	0,0,0,0	0
MDX A	0	0,0,0,0	0
