?? Cans In OG	3	0,1,0,0	1
Auckland A	3	0,1,0,0	1
Beautiful Heterosexual Couple	3	1,0,0,0	1
Darth Vader 4 EUDC Convenor	3	0,0,1,0	1
Gender Quotas? Oh shit	3	0,0,0,1	1
Haram Memes for Non-Hijab-Wearing Teens	3	1,0,0,0	1
Hot Gay Time Machine	3	1,0,0,0	1
Low crime doesn't mean no crime	3	0,1,0,0	1
Need to get a life	3	1,0,0,0	1
Old-fashioned Call Out	3	0,0,0,1	1
Oodles of noodles	3	0,0,0,1	1
Opposites Attract	3	1,0,0,0	1
Oxford LS	3	0,1,0,0	1
Third Time Lucky	3	1,0,0,0	1
Trickle out economy	3	0,1,0,0	1
[Name redacted by Shitposting Admins]	3	0,1,0,0	1
you vs the fresher they told you not to worry about	3	0,0,0,1	1
ESL Open	2	0,1,0,0	1
EUDC's briefest semi-finalists	2	0,0,0,1	1
Katherines' Angels	2	0,0,1,0	1
LSE A(gain)	2	0,0,0,1	1
Last Night I Dreamt of San Pedro	2	0,1,0,0	1
No need to give high speaks, we're still undergraduates	2	1,0,0,0	1
Policy Exchange A	2	1,0,0,0	1
QM Team FC	2	0,1,0,0	1
SSDC NAMDA Emigres A	2	1,0,0,0	1
This is our last tournament	2	0,1,0,0	1
We Have 99 Accents and RP isn't one of them	2	0,0,0,1	1
We can make Chennai jokes	2	0,0,1,0	1
What would Kallina do	2	1,0,0,0	1
White Noise	2	0,0,0,1	1
Women of Cambridge A's Past	2	1,0,0,0	1
Öresund A	2	1,0,0,0	1
Балтия наша	2	0,1,0,0	1
Deam Team and the Appreciation of Memes Society	1	0,0,1,0	1
Denver NO	1	1,0,0,0	1
Jonny Heywood Fan Club A	1	1,0,0,0	1
Lumina A	1	0,0,1,0	1
Maastricht A	1	0,1,0,0	1
Oxford Asian Persuasion	1	1,0,0,0	1
Peaked at reg downhill from there	1	0,0,0,1	1
QM Team AS	1	0,0,0,1	1
Richard's idea of a valentines date	1	0,0,0,1	1
Stahlhof	1	0,0,1,0	1
Swing B	1	0,1,0,0	0
The Adventures of Tim Tim	1	1,0,0,0	1
The Sunken Place	1	0,1,0,0	1
The Team From CG	1	0,0,1,0	1
The Team From OG	1	0,0,1,0	1
Warwick RL	1	0,1,0,0	1
We're here for your jobs	1	0,1,0,0	1
2 long boiiizz	0	0,0,1,0	1
Covfefe	0	0,1,0,0	1
Denver WB	0	0,0,1,0	1
FinnCzech Intellectuals	0	0,0,0,1	1
Hagelslag	0	0,0,0,1	1
IGNORE ME	0	0,0,0,0	0
Judy's leg	0	0,0,1,0	1
Legendary Lads	0	0,0,0,0	0
MDX A	0	0,0,0,0	0
Middlesex B	0	0,0,1,0	1
More or less Raluca Vacaru	0	0,0,1,0	1
Oxford DS	0	0,0,0,0	1
QM Team TM	0	1,0,0,0	1
Sophistry	0	0,0,0,1	1
Swing C	0	0,0,1,0	1
The Only Way is Essex	0	0,0,0,1	1
The Team From CO	0	0,0,0,1	1
The Team From OO	0	0,0,0,1	1
Two Sweet African Boys	0	0,0,1,0	1
UWU A	0	0,0,1,0	1
UtrechtJE	0	0,0,1,0	1
