Opposites Attract	15	1,2,1,1	0
Hot Gay Time Machine	12	2,1,1,1	0
LSE A(gain)	12	2,0,2,1	0
Low crime doesn't mean no crime	12	1,2,1,1	0
?? Cans In OG	11	1,3,1,0	0
Katherines' Angels	11	1,2,2,0	0
SSDC NAMDA Emigres A	11	2,1,1,1	0
Women of Cambridge A's Past	11	3,1,0,1	0
Auckland A	10	1,2,1,1	0
Beautiful Heterosexual Couple	10	2,1,0,2	0
Haram Memes for Non-Hijab-Wearing Teens	10	1,2,2,0	0
Old-fashioned Call Out	10	2,0,1,2	0
Oxford Asian Persuasion	10	1,2,0,2	0
We Have 99 Accents and RP isn't one of them	10	1,1,1,2	0
you vs the fresher they told you not to worry about	10	0,2,1,2	0
Балтия наша	10	1,1,2,1	0
Darth Vader 4 EUDC Convenor	9	2,2,1,0	0
EUDC's briefest semi-finalists	9	1,0,2,2	0
Judy's leg	9	1,1,2,1	0
Oodles of noodles	9	0,2,1,2	0
The Adventures of Tim Tim	9	1,1,0,3	0
Third Time Lucky	9	1,2,0,2	0
This is our last tournament	9	1,2,0,2	0
[Name redacted by Shitposting Admins]	9	1,1,0,3	0
2 long boiiizz	8	2,0,2,1	0
Gender Quotas? Oh shit	8	1,2,1,1	0
Maastricht A	8	2,1,0,2	0
Oxford LS	8	2,2,1,0	0
Peaked at reg downhill from there	8	1,2,0,2	0
Policy Exchange A	8	2,1,0,2	0
Richard's idea of a valentines date	8	0,2,1,2	0
Trickle out economy	8	1,2,0,2	0
We can make Chennai jokes	8	0,1,3,1	0
Deam Team and the Appreciation of Memes Society	7	2,1,1,1	0
ESL Open	7	1,1,2,1	0
More or less Raluca Vacaru	7	1,1,2,1	0
Need to get a life	7	2,0,1,2	0
No need to give high speaks, we're still undergraduates	7	1,2,2,0	0
The Team From CG	7	2,1,1,1	0
The Team From CO	7	2,0,1,2	0
The Team From OG	7	1,1,2,1	0
Warwick RL	7	1,1,2,1	0
We're here for your jobs	7	2,1,0,2	0
What would Kallina do	7	2,1,1,1	0
Öresund A	7	1,2,1,1	0
Denver WB	6	0,1,2,2	0
Jonny Heywood Fan Club A	6	3,2,0,0	0
Lumina A	6	2,1,2,0	0
Stahlhof	6	0,0,3,2	0
Two Sweet African Boys	6	0,2,2,1	0
UtrechtJE	6	1,1,3,0	0
White Noise	6	1,1,2,1	0
Denver NO	5	3,0,2,0	0
Oxford DS	5	2,1,1,0	0
QM Team TM	5	2,0,2,1	0
Sophistry	5	1,2,0,2	0
The Only Way is Essex	5	0,2,1,2	0
The Sunken Place	5	0,2,3,0	0
The Team From OO	5	0,1,2,2	0
FinnCzech Intellectuals	4	1,1,1,2	0
Last Night I Dreamt of San Pedro	4	2,1,1,1	0
QM Team AS	4	0,2,2,1	0
UWU A	4	2,0,2,1	0
Covfefe	3	1,2,1,1	0
Middlesex B	3	1,1,1,2	0
QM Team FC	3	2,1,1,1	0
Hagelslag	2	2,0,2,1	0
Swing C	2	0,1,2,2	0
Swing B	1	0,1,0,0	0
IGNORE ME	0	0,0,0,0	0
Legendary Lads	0	0,0,0,0	0
MDX A	0	0,0,0,0	0
